Section,Metric,Response
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (PyBullet Quickstart Guide, API documentation, example scripts, tutorial files, URDF robot models)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues)
Maintainability,What is the percentage of identified issues that are closed? (percentage),To be measured from GitHub
Maintainability,What percentage of code is comments? (percentage),To be measured from source code
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github
Maintainability,Overall impression? (1 .. 10),To be measured
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Active development with contributions from Google Brain, X, and Stanford AI Lab researchers. Part of the larger Bullet Physics SDK project."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),To be measured from repository
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),To be measured
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Python bindings to Bullet Physics C++ SDK. Supports integration with TensorFlow, OpenAI Gym, and other ML frameworks. Widely used for creating custom RL environments."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",To be measured
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)","yes (Contributors and Coding Style information documented)"
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",To be measured
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",To be measured
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",To be measured
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",To be measured
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)",To be measured
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",To be measured
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),To be measured
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),To be measured
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (GitHub workflow with pull requests and code review)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (GitHub Issues, pull requests, release notes)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),To be measured
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),Open development process with active community involvement
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of binary files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),To be measured
Raw Metrics (Measured via git_stats),Number of total commits. (number),To be measured
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),To be measured
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),To be measured
,
Raw Metrics (Measured via scc),Number of text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),To be measured
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),To be measured
,
Repo Metrics (Measured via GitHub),Number of stars. (number),"14,200 (14.2k)"
Repo Metrics (Measured via GitHub),Number of forks. (number),"3,000 (3k)"
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),404
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),To be measured from GitHub
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),To be measured from GitHub
