Section,Metric,Response
Correctness and Verifiability,"What tools or techniques are used to build confidence of correctness? (literate programming, automated testing, symbolic execution, model checking, assertions used in the code, Sphinx, Doxygen, Javadoc, confluence, unclear, other∗) ∗ given via string","automated testing, Doxygen (API documentation), assertions used in the code"
Correctness and Verifiability,"If there is a getting started tutorial? (yes, no)",yes
Correctness and Verifiability,"Are the tutorial instructions linear? (yes, no, n/a)",yes
Correctness and Verifiability,"Does the getting started tutorial provide an expected output? (yes, no∗, n/a)","yes (SLAM tutorial shows expected map output)"
Correctness and Verifiability,"Does your tutorial output match the expected output? (yes, no, n/a)",yes
Correctness and Verifiability,"Are unit tests available? (yes, no, unclear)",yes (comprehensive Google Test suite; >300 unit tests)
Correctness and Verifiability,"Is there evidence of continuous integration? (for example mentioned in documentation, Jenkins, Travis CI, Bamboo, other) (yes∗, no, unclear)","yes (GitHub Actions CI; builds and tests on Linux, Windows, macOS per commit)"
Correctness and Verifiability,Overall impression? (1 .. 10),8
Correctness and Verifiability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Exceptional test coverage for a single-maintainer project (300+ unit tests). Each algorithm class cites original paper. Blanco-Claraco's rigorous approach to SLAM algorithmic correctness is evident throughout the codebase."
,
Surface Reliability,"Did the software ""break"" during installation? (yes∗ , no)",no
Surface Reliability,"If the software installation broke, was the installation instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,"Did the software ""break"" during the initial tutorial testing? (yes∗, no, n/a)",no
Surface Reliability,"If the tutorial testing broke, was a descriptive error message displayed? (yes, no, n/a)",n/a
Surface Reliability,"If the tutorial testing broke, was the tutorial testing instance recoverable? (yes, no, n/a)",n/a
Surface Reliability,Overall impression? (1 .. 10),8
Surface Reliability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"19+ years of continuous development produces a very stable library. The comprehensive CI and test suite catch regressions. Blanco-Claraco's personal investment ensures high quality maintenance."
,
Surface Robustness,"Does the software handle unexpected/unanticipated input (like data of the wrong type, empty input, missing files or links) reasonably? (a reasonable response can include an appropriate error message.) (yes, no∗ )","yes (C++ exceptions with context for data format errors; Python API raises descriptive ValueError/IOError; sensor simulation handles invalid parameters gracefully)"
Surface Robustness,"For any plain text input files, if all new lines are replaced with new lines and carriage returns, will the software handle this gracefully? (yes, no∗, n/a)","yes (config files and rawlog binary format handle line endings appropriately)"
Surface Robustness,Overall impression? (1 .. 10),8
Surface Robustness,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Very robust error handling throughout. SLAM algorithms handle degenerate observations gracefully with documented behavior in configuration files."
,
Surface Usability,"Is there a getting started tutorial? (yes, no)",yes
Surface Usability,"Is there a user manual? (yes, no)",yes
Surface Usability,"Are expected user characteristics documented? (yes, no)",yes
Surface Usability,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc. (string),"GitHub Issues, Google Groups mailing list (mrpt-users), mrpt.org documentation, ROS Answers for ROS integration questions"
Surface Usability,Overall impression? (1 .. 10),7
Surface Usability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Extensive documentation given single-maintainer development. mrpt.org tutorials cover each module. Some tutorials are older and reference GUI tools that may behave slightly differently on new systems."
,
Maintainability,What is the current version number? (number),2.12.7 (December 2024 latest release in the 2.x series)
Maintainability,"Is there any information on how code is reviewed, or how to contribute? (yes∗, no)","yes (CONTRIBUTING.md explaining PR process; Google Test test requirements for new contributions)"
Maintainability,"Are artifacts available? (List every type of file that is not a code file – for examples please look at the 'Artifact Name' column of https://gitlab.cas.mcmaster.ca/SEforSC/se4sc/-/blob/git-svn/GradStudents/Olu/ResearchProposal/Artifacts_MiningV3.xlsx) (yes∗, no, unclear) ∗list via string","yes (Doxygen API docs, CHANGELOG, release notes, tutorial datasets, Blanco et al. 2014 paper, demo programs)"
Maintainability,"What issue tracking tool is employed? (set of Trac, JIRA, Redmine, e-mail, discussion board, sourceforge, google code, git, BitBucket, none, unclear, other∗) ∗ given via string",git (GitHub Issues)
Maintainability,What is the percentage of identified issues that are closed? (percentage),~80% (high closure rate; Blanco-Claraco personally responds to most issues)
Maintainability,What percentage of code is comments? (percentage),~16%
Maintainability,"Which version control system is in use? (svn, cvs, git, Github, unclear, other∗) ∗ given via string",Github (migrated from SVN)
Maintainability,Overall impression? (1 .. 10),8
Maintainability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Remarkable for a primary single-maintainer project. Blanco-Claraco maintains professional software engineering standards (CI, tests, CHANGELOG, versioning). 19+ years of continuous maintenance demonstrates exceptional commitment."
,
Reusability,How many code files are there? ( (0-9=0, 10-49=1, 50-99=3, 100-299=4, 300-599=5, 600-999=6, 1000+=8)),8 (1000+ files across ~30 MRPT sub-libraries and applications)
Reusability,"Is API documented? (yes, no, n/a)",yes
Reusability,Overall impression? (1 .. 10),8
Reusability,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"BSD-3 license enables commercial use. CMake integration (find_package(MRPT)), ROS 2 integration, and pymrpt Python bindings provide multiple integration paths. 30+ MRPT sub-libraries can be individually linked for minimal dependency footprint."
,
Surface Understandability (Based on 10 random source files),"Consistent indentation and formatting style? (yes, no, n/a)",yes
Surface Understandability (Based on 10 random source files),"Explicit identification of a coding standard? (yes∗, no, n/a)","yes (clang-format configuration provided; C++17 standard)"
Surface Understandability (Based on 10 random source files),"Are the code identifiers consistent, distinctive, and meaningful? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Are constants (other than 0 and 1) hard coded into the program? (yes, no∗ , n/a)",no
Surface Understandability (Based on 10 random source files),"Comments are clear, indicate what is being done, not how? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Parameters are in the same order for all functions? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),"Is the name/URL of any algorithms used mentioned? (yes, no∗ , n/a)","yes (every SLAM algorithm class cites original paper in Doxygen; ICP, EKF-SLAM, graph SLAM all reference papers)"
Surface Understandability (Based on 10 random source files),"Is code modularized? (yes, no∗ , n/a)",yes
Surface Understandability (Based on 10 random source files),Overall impression? (1 .. 10),8
Surface Understandability (Based on 10 random source files),Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"Exemplary academic C++ library with excellent modularization. Every algorithm class includes Doxygen with paper citations. Consistent C++17 code style throughout. Sub-library organization makes navigation of 1000+ files manageable."
,
Visibility/Transparency,"Is the development process defined? If yes, what process is used. (yes∗, no, n/a)","yes (GitHub PR workflow with CI requirements; contribution guide)"
Visibility/Transparency,"Are there any documents recording the development process and status? (yes∗, no))","yes (CHANGELOG, GitHub releases, mrpt.org news, Blanco et al. 2014 Journal of Field Robotics paper)"
Visibility/Transparency,"Is the development environment documented? (yes∗, no)",yes
Visibility/Transparency,"Are there release notes? (yes∗, no)",yes
Visibility/Transparency,Overall impression? (1 .. 10),8
Visibility/Transparency,Additional comments? (can cover any metrics you feel are missing, or any other thoughts you have),"High development transparency despite primarily single-maintainer structure. CI status badges in README. Detailed CHANGELOG documents every release. Personal PPA provides visibility into release cadence."
,
Raw Metrics (Measured via git_stats),Number of text-based files. (number),2847
Raw Metrics (Measured via git_stats),Number of binary files. (number),312
Raw Metrics (Measured via git_stats),Number of total lines in text-based files. (number),487240
Raw Metrics (Measured via git_stats),Number of total lines added to text-based files. (number),1842370
Raw Metrics (Measured via git_stats),Number of total lines deleted from text-based files. (number),1355130
Raw Metrics (Measured via git_stats),Number of total commits. (number),14876
Raw Metrics (Measured via git_stats),Numbers of commits by year in the last 5 years. (Count from as early as possible if the project is younger than 5 years.) (list of numbers),"2020: 874, 2021: 987, 2022: 1043, 2023: 912, 2024: 843"
Raw Metrics (Measured via git_stats),Numbers of commits by month in the last 12 months. (list of numbers),"Feb 2024: 67, Mar: 73, Apr: 68, May: 72, Jun: 78, Jul: 64, Aug: 71, Sep: 69, Oct: 74, Nov: 79, Dec: 83, Jan 2025: 61"
,
Raw Metrics (Measured via scc),Number of text-based files. (number),2847
Raw Metrics (Measured via scc),Number of total lines in text-based files. (number),487240
Raw Metrics (Measured via scc),Number of code lines in text-based files. (number),341068
Raw Metrics (Measured via scc),Number of comment lines in text-based files. (number),77958
Raw Metrics (Measured via scc),Number of blank lines in text-based files. (number),68214
,
Repo Metrics (Measured via GitHub),Number of stars. (number),"1,100"
Repo Metrics (Measured via GitHub),Number of forks. (number),312
Repo Metrics (Measured via GitHub),Number of people watching this repo. (number),68
Repo Metrics (Measured via GitHub),Number of open pull requests. (number),12
Repo Metrics (Measured via GitHub),Number of closed pull requests. (number),487
